experiment,author_set,condition,policy,unit,chunk_size,feature,author,n,correct,accuracy_pct,chance_pct,binomial_p_greater_than_chance,most_predicted,skipped
human_attribution,all_authors,,leave_one_book_out,document,,f1,ALL,60,46,76.66666666666667,5.0,1.2212374015238282e-47,louis_joseph_vance:6; arthur_conan_doyle:5; joseph_conrad:4,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,jane_austen,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,herbert_george_wells,3,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,agnes_may_fleming,3,1,33.333333333333336,5.0,0.14262499999999997,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,charles_dickens,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,mark_twain,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,arthur_conan_doyle,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,mary_shelley,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,charlotte_bronte,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,oscar_wilde,3,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,joseph_conrad,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,mildred_wirt,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,robert_sidney_bowen,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,luis_senarens,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,john_c_hutcheson,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,harold_l_goodwin,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,kathleen_thompson_norris,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,arthur_scott_bailey,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,louis_joseph_vance,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,susan_warner,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f1,ethel_m_dell,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,ALL,1003,604,60.219341974077764,5.0,0.0,susan_warner:129; charlotte_bronte:82; ethel_m_dell:80,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,jane_austen,65,34,52.30769230769231,5.0,4.2288988339143116e-27,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,herbert_george_wells,22,2,9.090909090909092,5.0,0.3018486661093637,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,agnes_may_fleming,67,19,28.35820895522388,5.0,4.4891299452855147e-10,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,charles_dickens,69,46,66.66666666666667,5.0,5.392858703959938e-43,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,mark_twain,50,14,28.0,5.0,1.0318985812083537e-07,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,arthur_conan_doyle,36,25,69.44444444444444,5.0,1.0415868207269217e-24,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,mary_shelley,42,34,80.95238095238095,5.0,4.6132690074069666e-37,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,charlotte_bronte,121,64,52.892561983471076,5.0,4.806548756540241e-50,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,oscar_wilde,21,1,4.761904761904762,5.0,0.6594383737118849,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,joseph_conrad,53,24,45.283018867924525,5.0,1.1173096300076485e-17,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,mildred_wirt,29,27,93.10344827586206,5.0,2.7402862906456025e-33,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,robert_sidney_bowen,27,14,51.851851851851855,5.0,6.5830303501319655e-12,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,luis_senarens,18,2,11.11111111111111,5.0,0.2264773798445215,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,john_c_hutcheson,49,44,89.79591836734694,5.0,8.436579885177784e-52,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,harold_l_goodwin,24,21,87.5,5.0,8.334344029426581e-25,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,kathleen_thompson_norris,53,34,64.15094339622641,5.0,2.691245623027024e-31,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,arthur_scott_bailey,6,6,100.0,5.0,1.5625000000000006e-08,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,louis_joseph_vance,44,20,45.45454545454545,5.0,5.2158870476916614e-15,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,susan_warner,127,114,89.76377952755905,5.0,4.7293943773748126e-132,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f1,ethel_m_dell,80,59,73.75,5.0,6.079268160239231e-59,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,ALL,485,327,67.42268041237114,5.0,3.8141057511675693e-298,susan_warner:63; charles_dickens:47; charlotte_bronte:43,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,jane_austen,31,24,77.41935483870968,5.0,1.1108660206182869e-25,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,herbert_george_wells,11,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,agnes_may_fleming,33,10,30.303030303030305,5.0,3.116200900258211e-06,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,charles_dickens,34,28,82.3529411764706,5.0,3.723385042853657e-31,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,mark_twain,24,9,37.5,5.0,1.28315089103844e-06,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,arthur_conan_doyle,17,14,82.3529411764706,5.0,3.5961456298828144e-16,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,mary_shelley,20,18,90.0,5.0,6.577587127685554e-22,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,charlotte_bronte,60,34,56.666666666666664,5.0,1.1154738290814738e-28,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,oscar_wilde,9,0,0.0,5.0,1.0,,0
