feature,author,n_books,n_marks,consistency_C,nearest_other_D,nearest_other,margin_D_over_C,between_author_baseline,C_over_baseline
f1,jane_austen,2,45462,0.0075438759260652525,0.03172465947242217,mark_twain,4.205352763399593,0.08256379027895898,0.09137027140562097
f1,herbert_george_wells,2,14975,0.09761683220594981,0.010791241141140079,oscar_wilde,0.1105469302504404,0.08256379027895898,1.1823201415067186
f1,agnes_may_fleming,2,50170,0.03775610929775194,0.011820515631047097,charles_dickens,0.3130755750765588,0.08256379027895898,0.45729622114228347
f1,charles_dickens,3,70598,0.018862247101405587,0.015962600260213677,agnes_may_fleming,0.846272460242776,0.08256379027895898,0.2284566519738926
f1,mark_twain,2,33106,0.029750091320481172,0.011466478648180053,charlotte_bronte,0.3854266706161693,0.08256379027895898,0.3603285558955601
f1,arthur_conan_doyle,3,37418,0.01328221542304431,0.019584732077635638,herbert_george_wells,1.4745079381604231,0.08256379027895898,0.16087216173297733
f1,mary_shelley,2,37401,0.023662295584045274,0.05197172768897961,jane_austen,2.196394153913895,0.08256379027895898,0.28659410504407895
f1,charlotte_bronte,2,83862,0.12737109452961964,0.012711573031431935,mark_twain,0.09979951164254076,0.08256379027895898,1.5426992159549586
f1,oscar_wilde,2,20965,0.300878069850516,0.01021204014438819,herbert_george_wells,0.03394079252589527,0.08256379027895898,3.644189163723428
f1,joseph_conrad,2,27655,0.0704158906225753,0.02972241148103879,oscar_wilde,0.42209806931718047,0.08256379027895898,0.85286649734297
f3,jane_austen,2,45462,0.023947194233857355,0.08605420658387514,charles_dickens,3.593498501056495,0.1854997208063541,0.12909558100551635
f3,herbert_george_wells,2,14975,0.19604343178943173,0.05116868795972354,oscar_wilde,0.2610068977709149,0.1854997208063541,1.0568394978560878
f3,agnes_may_fleming,2,50170,0.1244100287898478,0.032391423845530606,charles_dickens,0.26036023108913414,0.1854997208063541,0.6706750190730544
f3,charles_dickens,3,70598,0.051400675522920374,0.03801529819475595,agnes_may_fleming,0.7395875211368443,0.1854997208063541,0.27709300746915033
f3,mark_twain,2,33106,0.06562610022273271,0.08516435697990744,agnes_may_fleming,1.2977208258735864,0.1854997208063541,0.3537800484952792
f3,arthur_conan_doyle,3,37418,0.044883187262354046,0.05798527894764432,herbert_george_wells,1.2919153581652991,0.1854997208063541,0.2419582469841465
f3,mary_shelley,2,37401,0.058320401766031996,0.10886979615870883,jane_austen,1.8667531920556608,0.1854997208063541,0.31439617004552545
f3,charlotte_bronte,2,83862,0.27601316008632243,0.12176850698955216,mark_twain,0.4411692071184916,0.1854997208063541,1.4879438032926025
f3,oscar_wilde,2,20965,0.5944054790651611,0.048371680614594646,herbert_george_wells,0.08137825494251871,0.1854997208063541,3.2043470280242077
f3,joseph_conrad,2,27655,0.18241064541839627,0.0760829537835516,oscar_wilde,0.41709711409133887,0.1854997208063541,0.9833472774269965
