feature,chunk_size,author,margin_D_over_C,loo_accuracy_pct,margin_gt_1,accuracy_ge_50,threshold_exception,spearman_rho,spearman_p,n_threshold_exceptions
f1,2000,jane_austen,4.205352763399593,80.95238095238095,True,True,False,0.8504153432937825,0.0018212136144049105,1
f1,2000,herbert_george_wells,0.1105469302504404,0.0,False,False,False,0.8504153432937825,0.0018212136144049105,1
f1,2000,agnes_may_fleming,0.3130755750765588,4.166666666666667,False,False,False,0.8504153432937825,0.0018212136144049105,1
f1,2000,charles_dickens,0.846272460242776,85.29411764705883,False,True,True,0.8504153432937825,0.0018212136144049105,1
f1,2000,mark_twain,0.3854266706161693,0.0,False,False,False,0.8504153432937825,0.0018212136144049105,1
f1,2000,arthur_conan_doyle,1.4745079381604231,94.11764705882354,True,True,False,0.8504153432937825,0.0018212136144049105,1
f1,2000,mary_shelley,2.196394153913895,88.88888888888889,True,True,False,0.8504153432937825,0.0018212136144049105,1
f1,2000,charlotte_bronte,0.09979951164254076,0.0,False,False,False,0.8504153432937825,0.0018212136144049105,1
f1,2000,oscar_wilde,0.03394079252589527,0.0,False,False,False,0.8504153432937825,0.0018212136144049105,1
f1,2000,joseph_conrad,0.42209806931718047,16.666666666666668,False,False,False,0.8504153432937825,0.0018212136144049105,1
f3,2000,jane_austen,3.593498501056495,90.47619047619048,True,True,False,0.7465254687430921,0.013125791337425894,1
f3,2000,herbert_george_wells,0.2610068977709149,0.0,False,False,False,0.7465254687430921,0.013125791337425894,1
f3,2000,agnes_may_fleming,0.26036023108913414,0.0,False,False,False,0.7465254687430921,0.013125791337425894,1
f3,2000,charles_dickens,0.7395875211368443,94.11764705882354,False,True,True,0.7465254687430921,0.013125791337425894,1
f3,2000,mark_twain,1.2977208258735864,60.0,True,True,False,0.7465254687430921,0.013125791337425894,1
f3,2000,arthur_conan_doyle,1.2919153581652991,94.11764705882354,True,True,False,0.7465254687430921,0.013125791337425894,1
f3,2000,mary_shelley,1.8667531920556608,88.88888888888889,True,True,False,0.7465254687430921,0.013125791337425894,1
f3,2000,charlotte_bronte,0.4411692071184916,0.0,False,False,False,0.7465254687430921,0.013125791337425894,1
f3,2000,oscar_wilde,0.08137825494251871,0.0,False,False,False,0.7465254687430921,0.013125791337425894,1
f3,2000,joseph_conrad,0.41709711409133887,16.666666666666668,False,False,False,0.7465254687430921,0.013125791337425894,1
